datadate,gvkey,gvkeyx,isin,from,thru,conm,cshtrd,prccd,divd,curcdd,exchg,fic,gind,iid,secstat,trfd
2018-03-22,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,17.2,,EUR,154.0,DEU,303020,90W,A,1.02539651
2018-03-22,103487,150095,DE0007164600,1995-12-31,,SAP SE,3390032.0,85.15,,EUR,171.0,DEU,451030,02W,A,1.68848319
2018-03-22,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,20757640.0,12.91,,EUR,171.0,DEU,501010,01W,A,2.36983566
2018-03-22,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,104.0,,EUR,257.0,DEU,303010,91W,A,1.0878882
2018-03-23,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,686782.0,81.1,,EUR,171.0,DEU,351020,01W,A,1.31512448
2018-03-23,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,3743796.0,25.49,,EUR,171.0,DEU,203020,01W,A,1.86420872
2018-03-23,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,172782.0,132.9,,EUR,171.0,DEU,201010,01W,A,1.30176493
2018-03-23,100037,150095,DE000A2E4L75,1988-07-31,,LINDE AG,609727.0,175.05,,EUR,171.0,DEU,151010,03W,I,1.0
2018-03-23,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,17.1,,EUR,154.0,DEU,303020,90W,A,1.02539651
2018-03-23,100037,150095,DE0006483001,1988-07-31,,LINDE AG,86240.0,167.9,,EUR,171.0,DEU,151010,01W,I,1.90885889
2018-03-23,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,4675087.0,90.35,,EUR,171.0,DEU,352020,01W,A,2.81476998
2018-03-23,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1533603.0,39.41,,EUR,171.0,DEU,601020,01W,A,1.13078001
2018-03-23,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,20160117.0,12.95,,EUR,171.0,DEU,501010,01W,A,2.36983566
2018-03-23,103487,150095,DE0007164600,1995-12-31,,SAP SE,4027364.0,84.07,,EUR,171.0,DEU,451030,02W,A,1.68848319
2018-03-23,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,30.6,,EUR,154.0,DEU,251020,91W,A,1.17440735
2018-03-23,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,571148.0,216.0,,EUR,171.0,DEU,251010,01W,A,1.67580838
2018-03-23,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,103.0,,EUR,257.0,DEU,303010,91W,A,1.0878882
2018-03-23,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,5164425.0,65.77,,EUR,171.0,DEU,251020,01W,A,2.72718676
2018-03-23,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,1037537.0,184.75,,EUR,171.0,DEU,403010,01W,A,1.96574856
2018-03-23,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,2385157.0,84.18,,EUR,171.0,DEU,251020,01W,A,1.93275158
2018-03-23,017436,150095,DE000BASF111,1988-07-31,,BASF SE,3838815.0,81.07,,EUR,171.0,DEU,151010,01W,A,3.18878902
2018-03-23,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,5622947.0,35.04,,EUR,171.0,DEU,203010,01W,A,1.81317213
2018-03-23,100953,150095,DE0007037129,1988-07-31,,RWE AG,6555186.0,19.8,,EUR,171.0,DEU,551030,01W,A,2.55195771
2018-03-23,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,587494.0,95.66,,EUR,171.0,DEU,451020,01W,A,1.06058969
2018-03-23,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,1212968.0,195.6,,EUR,171.0,DEU,252030,01W,A,1.30191558
2018-03-23,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,589427.0,75.6,,EUR,171.0,DEU,352020,01W,A,1.53321698
2018-03-23,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,86287.0,101.5,,EUR,171.0,DEU,303010,02W,A,1.41787892
2018-03-23,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,766273.0,104.3,,EUR,171.0,DEU,303010,01W,A,1.83215475
2018-03-23,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,917942.0,81.86,,EUR,154.0,DEU,151010,01W,A,1.03946933
2018-03-23,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,17321434.0,8.864,,EUR,171.0,DEU,551030,01W,A,3.80324692
2018-03-23,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,33088530.0,11.318,,EUR,171.0,DEU,402030,01W,A,2.01547174
2018-03-23,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,908967.0,78.74,,EUR,171.0,DEU,151020,01W,A,1.46015392
2018-03-23,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,409.0,25.4,,EUR,154.0,DEU,203020,90W,A,1.1256627
2018-03-23,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,832436.0,108.8,,EUR,171.0,DEU,402030,01W,A,1.60208404
2018-03-23,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,99637.0,155.6,,EUR,171.0,DEU,251020,01W,A,1.81040945
2018-03-23,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,80599.0,72.55,,EUR,171.0,DEU,251020,02W,A,1.96027501
2018-03-23,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,450.0,35.0,,EUR,154.0,DEU,203010,90W,A,1.35210774
2018-03-23,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,15.0,,EUR,257.0,DEU,352020,90W,A,1.08651255
2018-03-23,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,99.5,,EUR,257.0,DEU,303010,90W,A,1.10027601
2018-03-23,100953,150095,DE0007037145,1988-07-31,,RWE AG,114831.0,16.38,,EUR,171.0,DEU,551030,03W,A,3.06416113
2018-03-23,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,3707447.0,101.44,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-03-23,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,1963116.0,153.68,,EUR,171.0,DEU,251020,02W,A,2.17728007
2018-03-23,241456,150095,DE000A2G82W5,2001-03-19,,DEUTSCHE POST AG,34427.0,33.01,,EUR,154.0,DEU,203010,02W,I,1.94689591
2018-03-23,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,6772488.0,22.18,,EUR,171.0,DEU,453010,01W,A,1.14675142
2018-03-23,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,521439.0,86.9,,EUR,171.0,DEU,303020,01W,A,1.54066036
2018-03-23,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,1732994.0,60.74,,EUR,171.0,DEU,351020,01W,A,1.35775576
2018-03-23,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,2332194.0,180.36,,EUR,171.0,DEU,403010,01W,A,1.95633568
2018-03-23,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,15.5,,EUR,154.0,DEU,151020,90W,A,1.05720604
2018-03-26,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,376509.0,86.5,,EUR,171.0,DEU,303020,01W,A,1.54066036
2018-03-26,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2510747.0,100.38,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-03-26,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,113854.0,157.0,,EUR,171.0,DEU,251020,01W,A,1.81040945
2018-03-26,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,2703578.0,59.32,,EUR,171.0,DEU,351020,01W,A,1.35775576
2018-03-26,241456,150095,DE000A2G82W5,2001-03-19,,DEUTSCHE POST AG,1771.0,33.455,,EUR,154.0,DEU,203010,02W,I,1.94689591
2018-03-26,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,1303348.0,154.74,,EUR,171.0,DEU,251020,02W,A,2.17728007
2018-03-26,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,99.5,,EUR,257.0,DEU,303010,90W,A,1.10027601
2018-03-26,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,15.5,,EUR,154.0,DEU,151020,90W,A,1.05720604
2018-03-26,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,10.0,35.6,,EUR,154.0,DEU,203010,90W,A,1.35210774
2018-03-26,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,60420.0,73.5,,EUR,171.0,DEU,251020,02W,A,1.96027501
2018-03-26,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,1727041.0,179.54,,EUR,171.0,DEU,403010,01W,A,1.95633568
2018-03-26,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,14.9,,EUR,257.0,DEU,352020,90W,A,1.08651255
2018-03-26,100953,150095,DE0007037145,1988-07-31,,RWE AG,97359.0,16.2,,EUR,171.0,DEU,551030,03W,A,3.06416113
2018-03-26,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,102.0,,EUR,257.0,DEU,303010,91W,A,1.0878882
2018-03-26,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,3415666.0,65.53,,EUR,171.0,DEU,251020,01W,A,2.72718676
2018-03-26,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,148224.0,133.0,,EUR,171.0,DEU,201010,01W,A,1.30176493
2018-03-26,103487,150095,DE0007164600,1995-12-31,,SAP SE,2858124.0,82.98,,EUR,171.0,DEU,451030,02W,A,1.68848319
2018-03-26,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,13424365.0,12.805,,EUR,171.0,DEU,501010,01W,A,2.36983566
2018-03-26,100037,150095,DE000A2E4L75,1988-07-31,,LINDE AG,395182.0,172.0,,EUR,171.0,DEU,151010,03W,I,1.0
2018-03-26,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1114767.0,38.97,,EUR,171.0,DEU,601020,01W,A,1.13078001
2018-03-26,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,2074275.0,85.21,,EUR,171.0,DEU,251020,01W,A,1.93275158
2018-03-26,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2799115.0,89.47,,EUR,171.0,DEU,352020,01W,A,2.81476998
2018-03-26,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,2526207.0,25.59,,EUR,171.0,DEU,203020,01W,A,1.86420872
2018-03-26,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,16.9,,EUR,154.0,DEU,303020,90W,A,1.02539651
2018-03-26,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,633083.0,79.4,,EUR,171.0,DEU,351020,01W,A,1.31512448
2018-03-26,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,4299191.0,21.79,,EUR,171.0,DEU,453010,01W,A,1.14675142
2018-03-26,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,364838.0,215.4,,EUR,171.0,DEU,251010,01W,A,1.67580838
2018-03-26,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,706866.0,184.25,,EUR,171.0,DEU,403010,01W,A,1.96574856
2018-03-26,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,40.0,31.4,,EUR,154.0,DEU,251020,91W,A,1.17440735
2018-03-26,100037,150095,DE0006483001,1988-07-31,,LINDE AG,143503.0,165.5,,EUR,171.0,DEU,151010,01W,I,1.90885889
2018-03-26,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,839552.0,193.0,,EUR,171.0,DEU,252030,01W,A,1.30191558
2018-03-26,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,444224.0,94.3,,EUR,171.0,DEU,451020,01W,A,1.06058969
2018-03-26,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2915981.0,80.83,,EUR,171.0,DEU,151010,01W,A,3.18878902
2018-03-26,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,17167037.0,11.186,,EUR,171.0,DEU,402030,01W,A,2.01547174
2018-03-26,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,12878624.0,8.819,,EUR,171.0,DEU,551030,01W,A,3.80324692
2018-03-26,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,3934072.0,34.72,,EUR,171.0,DEU,203010,01W,A,1.81317213
2018-03-26,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,696915.0,107.4,,EUR,171.0,DEU,402030,01W,A,1.60208404
2018-03-26,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,751444.0,77.98,,EUR,171.0,DEU,151020,01W,A,1.46015392
2018-03-26,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,150.0,25.6,,EUR,154.0,DEU,203020,90W,A,1.1256627
2018-03-26,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,472453.0,103.35,,EUR,171.0,DEU,303010,01W,A,1.83215475
2018-03-26,100953,150095,DE0007037129,1988-07-31,,RWE AG,4600252.0,19.685,,EUR,171.0,DEU,551030,01W,A,2.55195771
2018-03-26,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,779401.0,80.1,,EUR,154.0,DEU,151010,01W,A,1.03946933
2018-03-26,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,516378.0,74.8,,EUR,171.0,DEU,352020,01W,A,1.53321698
2018-03-26,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,80029.0,100.9,,EUR,171.0,DEU,303010,02W,A,1.41787892
2018-03-27,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,81732.0,100.9,,EUR,171.0,DEU,303010,02W,A,1.41787892
2018-03-27,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,946927.0,81.4,,EUR,154.0,DEU,151010,01W,A,1.03946933
2018-03-27,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,847053.0,194.15,,EUR,171.0,DEU,252030,01W,A,1.30191558
2018-03-27,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,503008.0,96.28,,EUR,171.0,DEU,451020,01W,A,1.06058969
2018-03-27,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,13338598.0,8.854,,EUR,171.0,DEU,551030,01W,A,3.80324692
2018-03-27,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,406766.0,76.04,,EUR,171.0,DEU,352020,01W,A,1.53321698
2018-03-27,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,2947920.0,35.16,,EUR,171.0,DEU,203010,01W,A,1.81317213
2018-03-27,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,677028.0,111.1,,EUR,171.0,DEU,402030,01W,A,1.60208404
2018-03-27,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,685336.0,79.84,,EUR,171.0,DEU,151020,01W,A,1.46015392
2018-03-27,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,17558474.0,11.314,,EUR,171.0,DEU,402030,01W,A,2.01547174
2018-03-27,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2925899.0,82.5,,EUR,171.0,DEU,151010,01W,A,3.18878902
2018-03-27,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,1088.0,26.2,,EUR,154.0,DEU,203020,90W,A,1.1256627
2018-03-27,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,566948.0,104.4,,EUR,171.0,DEU,303010,01W,A,1.83215475
2018-03-27,100953,150095,DE0007037129,1988-07-31,,RWE AG,4178959.0,19.875,,EUR,171.0,DEU,551030,01W,A,2.55195771
2018-03-27,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2884046.0,101.8,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-03-27,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,99.5,,EUR,257.0,DEU,303010,90W,A,1.10027601
2018-03-27,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,339816.0,87.38,,EUR,171.0,DEU,303020,01W,A,1.54066036
2018-03-27,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,15.0,,EUR,257.0,DEU,352020,90W,A,1.08651255
2018-03-27,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,1583400.0,60.74,,EUR,171.0,DEU,351020,01W,A,1.35775576
2018-03-27,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,112501.0,159.7,,EUR,171.0,DEU,251020,01W,A,1.81040945
2018-03-27,100953,150095,DE0007037145,1988-07-31,,RWE AG,262368.0,16.46,,EUR,171.0,DEU,551030,03W,A,3.06416113
2018-03-27,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,69613.0,74.3,,EUR,171.0,DEU,251020,02W,A,1.96027501
2018-03-27,241456,150095,DE000A2G82W5,2001-03-19,,DEUTSCHE POST AG,2304.0,33.9,,EUR,154.0,DEU,203010,02W,I,1.94689591
2018-03-27,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,15.8,,EUR,154.0,DEU,151020,90W,A,1.05720604
2018-03-27,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,200.0,34.8,,EUR,154.0,DEU,203010,90W,A,1.35210774
2018-03-27,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,1232599.0,156.46,,EUR,171.0,DEU,251020,02W,A,2.17728007
2018-03-27,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,1617129.0,182.34,,EUR,171.0,DEU,403010,01W,A,1.95633568
2018-03-27,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,31.8,,EUR,154.0,DEU,251020,91W,A,1.17440735
2018-03-27,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,17.2,,EUR,154.0,DEU,303020,90W,A,1.02539651
2018-03-27,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,2491667.0,25.76,,EUR,171.0,DEU,203020,01W,A,1.86420872
2018-03-27,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,760624.0,81.46,,EUR,171.0,DEU,351020,01W,A,1.31512448
2018-03-27,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,10278215.0,12.98,,EUR,171.0,DEU,501010,01W,A,2.36983566
2018-03-27,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,2603181.0,85.81,,EUR,171.0,DEU,251020,01W,A,1.93275158
2018-03-27,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,5598741.0,22.46,,EUR,171.0,DEU,453010,01W,A,1.14675142
2018-03-27,103487,150095,DE0007164600,1995-12-31,,SAP SE,3068285.0,84.78,,EUR,171.0,DEU,451030,02W,A,1.68848319
2018-03-27,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,477724.0,219.0,,EUR,171.0,DEU,251010,01W,A,1.67580838
2018-03-27,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,4031095.0,66.47,,EUR,171.0,DEU,251020,01W,A,2.72718676
2018-03-27,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,103.0,,EUR,257.0,DEU,303010,91W,A,1.0878882
2018-03-27,100037,150095,DE000A2E4L75,1988-07-31,,LINDE AG,376854.0,174.8,,EUR,171.0,DEU,151010,03W,I,1.0
2018-03-27,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1151129.0,39.76,,EUR,171.0,DEU,601020,01W,A,1.13078001
2018-03-27,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,3127452.0,90.78,,EUR,171.0,DEU,352020,01W,A,2.81476998
2018-03-27,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,649970.0,184.6,,EUR,171.0,DEU,403010,01W,A,1.96574856
2018-03-27,100037,150095,DE0006483001,1988-07-31,,LINDE AG,42049.0,167.85,,EUR,171.0,DEU,151010,01W,I,1.90885889
2018-03-27,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,97922.0,135.1,,EUR,171.0,DEU,201010,01W,A,1.30176493
2018-03-28,100037,150095,DE0006483001,1988-07-31,,LINDE AG,46846.0,165.7,,EUR,171.0,DEU,151010,01W,I,1.90885889
2018-03-28,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,136413.0,133.6,,EUR,171.0,DEU,201010,01W,A,1.30176493
2018-03-28,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,31.0,,EUR,154.0,DEU,251020,91W,A,1.17440735
2018-03-28,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2999823.0,90.7,,EUR,171.0,DEU,352020,01W,A,2.81476998
2018-03-28,103487,150095,DE0007164600,1995-12-31,,SAP SE,3459918.0,84.42,,EUR,171.0,DEU,451030,02W,A,1.68848319
2018-03-28,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,17.7,,EUR,154.0,DEU,303020,90W,A,1.02539651
2018-03-28,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,102.0,,EUR,257.0,DEU,303010,91W,A,1.0878882
2018-03-28,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,4240677.0,66.3,,EUR,171.0,DEU,251020,01W,A,2.72718676
2018-03-28,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,373106.0,217.2,,EUR,171.0,DEU,251010,01W,A,1.67580838
2018-03-28,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,3751600.0,25.02,,EUR,171.0,DEU,203020,01W,A,1.86420872
2018-03-28,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,2179041.0,85.56,,EUR,171.0,DEU,251020,01W,A,1.93275158
2018-03-28,100037,150095,DE000A2E4L75,1988-07-31,,LINDE AG,472900.0,171.8,,EUR,171.0,DEU,151010,03W,I,1.0
2018-03-28,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1161699.0,39.9,,EUR,171.0,DEU,601020,01W,A,1.13078001
2018-03-28,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,576023.0,82.12,,EUR,171.0,DEU,351020,01W,A,1.31512448
2018-03-28,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,822348.0,187.55,,EUR,171.0,DEU,403010,01W,A,1.96574856
2018-03-28,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,12049350.0,13.05,,EUR,171.0,DEU,501010,01W,A,2.36983566
2018-03-28,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,10482390.0,21.56,,EUR,171.0,DEU,453010,01W,A,1.14675142
2018-03-28,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,566977.0,79.7,,EUR,171.0,DEU,151020,01W,A,1.46015392
2018-03-28,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,535259.0,94.4,,EUR,171.0,DEU,451020,01W,A,1.06058969
2018-03-28,017436,150095,DE000BASF111,1988-07-31,,BASF SE,3300542.0,81.22,,EUR,171.0,DEU,151010,01W,A,3.18878902
2018-03-28,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,17116674.0,11.196,,EUR,171.0,DEU,402030,01W,A,2.01547174
2018-03-28,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,601464.0,110.6,,EUR,171.0,DEU,402030,01W,A,1.60208404
2018-03-28,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,849917.0,106.5,,EUR,171.0,DEU,303010,01W,A,1.83215475
2018-03-28,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,10.0,24.6,,EUR,154.0,DEU,203020,90W,A,1.1256627
2018-03-28,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,837226.0,192.95,,EUR,171.0,DEU,252030,01W,A,1.30191558
2018-03-28,100953,150095,DE0007037129,1988-07-31,,RWE AG,4903040.0,20.18,,EUR,171.0,DEU,551030,01W,A,2.55195771
2018-03-28,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,110145.0,101.5,,EUR,171.0,DEU,303010,02W,A,1.41787892
2018-03-28,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,799955.0,77.96,,EUR,171.0,DEU,352020,01W,A,1.53321698
2018-03-28,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,16838558.0,9.0,,EUR,171.0,DEU,551030,01W,A,3.80324692
2018-03-28,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,3509726.0,34.93,,EUR,171.0,DEU,203010,01W,A,1.81317213
2018-03-28,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,869587.0,79.44,,EUR,154.0,DEU,151010,01W,A,1.03946933
2018-03-28,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,1296087.0,155.0,,EUR,171.0,DEU,251020,02W,A,2.17728007
2018-03-28,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,101710.0,157.1,,EUR,171.0,DEU,251020,01W,A,1.81040945
2018-03-28,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,3044135.0,102.3,,EUR,171.0,DEU,201050,01W,A,2.16757963
2018-03-28,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,1593822.0,61.18,,EUR,171.0,DEU,351020,01W,A,1.35775576
2018-03-28,241456,150095,DE000A2G82W5,2001-03-19,,DEUTSCHE POST AG,568.0,33.5,,EUR,154.0,DEU,203010,02W,I,1.94689591
2018-03-28,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,101.0,,EUR,257.0,DEU,303010,90W,A,1.10027601
2018-03-28,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,1590612.0,183.2,,EUR,171.0,DEU,403010,01W,A,1.95633568
2018-03-28,100953,150095,DE0007037145,1988-07-31,,RWE AG,166570.0,16.7,,EUR,171.0,DEU,551030,03W,A,3.06416113
2018-03-28,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,621081.0,90.46,,EUR,171.0,DEU,303020,01W,A,1.54066036
2018-03-28,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,34.6,,EUR,154.0,DEU,203010,90W,A,1.35210774
2018-03-28,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,64781.0,74.0,,EUR,171.0,DEU,251020,02W,A,1.96027501
2018-03-28,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,15.1,,EUR,257.0,DEU,352020,90W,A,1.08651255
2018-03-28,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,15.6,,EUR,154.0,DEU,151020,90W,A,1.05720604
2018-03-29,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,35.0,,EUR,154.0,DEU,203010,90W,A,1.35210774
2018-03-29,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2741602.0,103.52,,EUR,171.0,DEU,201050,01W,A,2.16757963
